province_state,date,state_count,new_cases
Alabama,2020-01-23,0,0
Alabama,2020-01-24,0,0
Alabama,2020-01-25,0,0
Alabama,2020-01-26,0,0
Alabama,2020-01-27,0,0
Alabama,2020-01-28,0,0
Alabama,2020-01-29,0,0
Alabama,2020-01-30,0,0
Alabama,2020-01-31,0,0
Alabama,2020-02-01,0,0
Alabama,2020-02-02,0,0
Alabama,2020-02-03,0,0
Alabama,2020-02-04,0,0
Alabama,2020-02-05,0,0
Alabama,2020-02-06,0,0
Alabama,2020-02-07,0,0
Alabama,2020-02-08,0,0
Alabama,2020-02-09,0,0
Alabama,2020-02-10,0,0
Alabama,2020-02-11,0,0
Alabama,2020-02-12,0,0
Alabama,2020-02-13,0,0
Alabama,2020-02-14,0,0
Alabama,2020-02-15,0,0
Alabama,2020-02-16,0,0
Alabama,2020-02-17,0,0
Alabama,2020-02-18,0,0
Alabama,2020-02-19,0,0
Alabama,2020-02-20,0,0
Alabama,2020-02-21,0,0
Alabama,2020-02-22,0,0
Alabama,2020-02-23,0,0
Alabama,2020-02-24,0,0
Alabama,2020-02-25,0,0
Alabama,2020-02-26,0,0
Alabama,2020-02-27,0,0
Alabama,2020-02-28,0,0
Alabama,2020-02-29,0,0
Alabama,2020-03-01,0,0
Alabama,2020-03-02,0,0
Alabama,2020-03-03,0,0
Alabama,2020-03-04,0,0
Alabama,2020-03-05,0,0
Alabama,2020-03-06,0,0
Alabama,2020-03-07,0,0
Alabama,2020-03-08,0,0
Alabama,2020-03-09,0,0
Alabama,2020-03-10,0,0
Alabama,2020-03-11,3,3
Alabama,2020-03-12,4,1
Alabama,2020-03-13,8,4
Alabama,2020-03-14,15,7
Alabama,2020-03-15,28,13
Alabama,2020-03-16,36,8
Alabama,2020-03-17,51,15
Alabama,2020-03-18,61,10
Alabama,2020-03-19,88,27
Alabama,2020-03-20,115,27
Alabama,2020-03-21,149,34
Alabama,2020-03-22,180,31
Alabama,2020-03-23,224,44
Alabama,2020-03-24,298,74
Alabama,2020-03-25,472,174
Alabama,2020-03-26,574,102
Alabama,2020-03-27,684,110
Alabama,2020-03-28,801,117
Alabama,2020-03-29,880,79
Alabama,2020-03-30,1001,121
Alabama,2020-03-31,1063,62
Alabama,2020-04-01,1175,112
Alabama,2020-04-02,1371,196
Alabama,2020-04-03,1606,235
Alabama,2020-04-04,1727,121
Alabama,2020-04-05,1905,178
Alabama,2020-04-06,2079,174
Alabama,2020-04-07,2308,229
Alabama,2020-04-08,2614,306
Alabama,2020-04-09,2954,340
Alabama,2020-04-10,3112,158
Alabama,2020-04-11,3346,234
Alabama,2020-04-12,3667,321
Alabama,2020-04-13,3870,203
Alabama,2020-04-14,4041,171
Alabama,2020-04-15,4307,266
Alabama,2020-04-16,4465,158
Alabama,2020-04-17,4557,92
Alabama,2020-04-18,4788,231
Alabama,2020-04-19,4978,190
Alabama,2020-04-20,5163,185
Alabama,2020-04-21,5404,241
Alabama,2020-04-22,5692,288
Alabama,2020-04-23,5899,207
Alabama,2020-04-24,6092,193
Alabama,2020-04-25,6274,182
Alabama,2020-04-26,6475,201
Alabama,2020-04-27,6621,146
Alabama,2020-04-28,6820,199
Alabama,2020-04-29,6979,159
Alabama,2020-04-30,7187,208
Alabama,2020-05-01,7440,253
Alabama,2020-05-02,7700,260
Alabama,2020-05-03,7977,277
Alabama,2020-05-04,8203,226
Alabama,2020-05-05,8520,317
Alabama,2020-05-06,8769,249
Alabama,2020-05-07,9115,346
Alabama,2020-05-08,9437,322
Alabama,2020-05-09,9720,283
Alabama,2020-05-10,9982,262
Alabama,2020-05-11,10262,280
Alabama,2020-05-12,10566,304
Alabama,2020-05-13,10822,256
Alabama,2020-05-14,11161,339
Alabama,2020-05-15,11494,333
Alabama,2020-05-16,11828,334
Alabama,2020-05-17,12137,309
Alabama,2020-05-18,12438,301
Alabama,2020-05-19,12825,387
Alabama,2020-05-20,13186,361
Alabama,2020-05-21,13590,404
Alabama,2020-05-22,13954,364
Alabama,2020-05-23,14328,374
Alabama,2020-05-24,14676,348
Alabama,2020-05-25,15309,633
Alabama,2020-05-26,15899,590
Alabama,2020-05-27,16263,364
Alabama,2020-05-28,16749,486
Alabama,2020-05-29,17262,513
Alabama,2020-05-30,17689,427
Alabama,2020-05-31,18200,511
Alabama,2020-06-01,18525,325
Alabama,2020-06-02,18734,209
Alabama,2020-06-03,18954,220
Alabama,2020-06-04,19262,308
Alabama,2020-06-05,19910,648
Alabama,2020-06-06,20355,445
Alabama,2020-06-07,20777,422
Alabama,2020-06-08,21268,491
Alabama,2020-06-09,21834,566
Alabama,2020-06-10,22659,825
Alabama,2020-06-11,23370,711
Alabama,2020-06-12,24405,1035
Alabama,2020-06-13,25364,959
Alabama,2020-06-14,26182,818
Alabama,2020-06-15,26485,303
Alabama,2020-06-16,27034,549
Alabama,2020-06-17,27941,907
Alabama,2020-06-18,28676,735
Alabama,2020-06-19,29225,549
Alabama,2020-06-20,29683,458
Alabama,2020-06-21,30122,439
Alabama,2020-06-22,30771,649
Alabama,2020-06-23,31889,1118
Alabama,2020-06-24,32878,989
Alabama,2020-06-25,33880,1002
Alabama,2020-06-26,34903,1023
Alabama,2020-06-27,35083,180
Alabama,2020-06-28,36503,1420
Alabama,2020-06-29,37589,1086
Alabama,2020-06-30,38477,888
Alabama,2020-07-01,39647,1170
Alabama,2020-07-02,41340,1693
Alabama,2020-07-03,42255,915
Alabama,2020-07-04,43216,961
Alabama,2020-07-05,44022,806
Alabama,2020-07-06,44932,910
Alabama,2020-07-07,46348,1416
Alabama,2020-07-08,48149,1801
Alabama,2020-07-09,49695,1546
Alabama,2020-07-10,51329,1634
Alabama,2020-07-11,52802,1473
Alabama,2020-07-12,54781,1979
Alabama,2020-07-13,56168,1387
Alabama,2020-07-14,58284,2116
Alabama,2020-07-15,60194,1910
Alabama,2020-07-16,62128,1934
Alabama,2020-07-17,64152,2024
Alabama,2020-07-18,66181,2029
Alabama,2020-07-19,67733,1552
Alabama,2020-07-20,69236,1503
Alabama,2020-07-21,70600,1364
Alabama,2020-07-22,72594,1994
Alabama,2020-07-23,74685,2091
Alabama,2020-07-24,76795,2110
Alabama,2020-07-25,78188,1393
Alabama,2020-07-26,79948,1760
Alabama,2020-07-27,81256,1308
Alabama,2020-07-28,82698,1442
Alabama,2020-07-29,84652,1954
Alabama,2020-07-30,86664,2012
Alabama,2020-07-31,88266,1602
Alabama,2020-08-01,90299,2033
Alabama,2020-08-02,91458,1159
Alabama,2020-08-03,92502,1044
Alabama,2020-08-04,93457,955
Alabama,2020-08-05,95323,1866
Alabama,2020-08-06,97044,1721
Alabama,2020-08-07,98895,1851
Alabama,2020-08-08,99854,959
Alabama,2020-08-09,101466,1612
Alabama,2020-08-10,102391,925
Alabama,2020-08-11,103485,1094
Alabama,2020-08-12,104219,734
Alabama,2020-08-13,104976,757
Alabama,2020-08-14,106096,1120
Alabama,2020-08-15,106926,830
Alabama,2020-08-16,107667,741
Alabama,2020-08-17,109092,1425
Alabama,2020-08-18,110415,1323
Alabama,2020-08-19,111696,1281
Alabama,2020-08-20,112737,1041
Alabama,2020-08-21,114212,1475
Alabama,2020-08-22,114809,597
Alabama,2020-08-23,115485,676
Alabama,2020-08-24,116045,560
Alabama,2020-08-25,118190,2145
Alabama,2020-08-26,119904,1714
Alabama,2020-08-27,121041,1137
Alabama,2020-08-28,122879,1838
Alabama,2020-08-29,124155,1276
Alabama,2020-08-30,124944,789
Alabama,2020-08-31,126500,1556
Alabama,2020-09-01,127234,734
Alabama,2020-09-02,128240,1006
Alabama,2020-09-03,129225,985
Alabama,2020-09-04,130373,1148
Alabama,2020-09-05,130914,541
Alabama,2020-09-06,131690,776
Alabama,2020-09-07,132221,531
Alabama,2020-09-08,133005,784
Alabama,2020-09-09,134061,1056
Alabama,2020-09-10,135138,1077
Alabama,2020-09-11,136107,969
Alabama,2020-09-12,137166,1059
Alabama,2020-09-13,137861,695
Alabama,2020-09-14,138619,758
Alabama,2020-09-15,139660,1041
Alabama,2020-09-16,140423,763
Alabama,2020-09-17,141454,1031
Alabama,2020-09-18,142768,1314
Alabama,2020-09-19,143578,810
Alabama,2020-09-20,144325,747
Alabama,2020-09-21,145202,877
Alabama,2020-09-22,145859,657
Alabama,2020-09-23,146897,1038
Alabama,2020-09-24,149263,2366
Alabama,2020-09-25,150239,976
Alabama,2020-09-26,150965,726
Alabama,2020-09-27,151604,639
Alabama,2020-09-28,152350,746
Alabama,2020-09-29,153584,1234
Alabama,2020-09-30,154772,1188
Alabama,2020-10-01,155727,955
Alabama,2020-10-02,157402,1675
Alabama,2020-10-03,158181,779
Alabama,2020-10-04,158717,536
Alabama,2020-10-05,159476,759
Alabama,2020-10-06,160485,1009
Alabama,2020-10-07,161085,600
Alabama,2020-10-08,162683,1598
Alabama,2020-10-09,163897,1214
Alabama,2020-10-10,164698,801
Alabama,2020-10-11,165414,716
Alabama,2020-10-12,166514,1100
Alabama,2020-10-13,167396,882
Alabama,2020-10-14,168620,1224
Alabama,2020-10-15,169845,1225
Alabama,2020-10-16,171157,1312
Alabama,2020-10-17,172137,980
Alabama,2020-10-18,173002,865
Alabama,2020-10-19,174078,1076
Alabama,2020-10-20,175210,1132
Alabama,2020-10-21,176605,1395
Alabama,2020-10-22,180437,3832
Alabama,2020-10-23,182567,2130
Alabama,2020-10-24,183831,1264
Alabama,2020-10-25,184723,892
Alabama,2020-10-26,185938,1215
Alabama,2020-10-27,187267,1329
Alabama,2020-10-28,188775,1508
Alabama,2020-10-29,190113,1338
Alabama,2020-10-30,191932,1819
Alabama,2020-10-31,193613,1681
Alabama,2020-11-01,194458,845
Alabama,2020-11-02,195692,1234
Alabama,2020-11-03,197504,1812
Alabama,2020-11-04,198927,1423
Alabama,2020-11-05,200528,1601
Alabama,2020-11-06,202131,1603
Alabama,2020-11-07,203518,1387
Alabama,2020-11-08,204665,1147
Alabama,2020-11-09,206523,1858
Alabama,2020-11-10,206562,39
Alabama,2020-11-11,208637,2075
Alabama,2020-11-12,210637,2000
Alabama,2020-11-13,213617,2980
Alabama,2020-11-14,215843,2226
Alabama,2020-11-15,217822,1979
Alabama,2020-11-16,219232,1410
Alabama,2020-11-17,220848,1616
Alabama,2020-11-18,223486,2638
Alabama,2020-11-19,225910,2424
Alabama,2020-11-20,228373,2463
Alabama,2020-11-21,230708,2335
Alabama,2020-11-22,232506,1798
Alabama,2020-11-23,234080,1574
Alabama,2020-11-24,236865,2785
Alabama,2020-11-25,239318,2453
Alabama,2020-11-26,241957,2639
Alabama,2020-11-27,242874,917
Alabama,2020-11-28,244993,2119
Alabama,2020-11-29,247229,2236
Alabama,2020-11-30,249524,2295
Alabama,2020-12-01,252900,3376
Alabama,2020-12-02,256828,3928
Alabama,2020-12-03,260359,3531
Alabama,2020-12-04,264199,3840
Alabama,2020-12-05,267589,3390
Alabama,2020-12-06,269877,2288
Alabama,2020-12-07,272229,2352
Alabama,2020-12-08,276665,4436
Alabama,2020-12-09,280187,3522
Alabama,2020-12-10,284922,4735
Alabama,2020-12-11,288775,3853
Alabama,2020-12-12,292841,4066
Alabama,2020-12-13,295631,2790
Alabama,2020-12-14,297895,2264
Alabama,2020-12-15,301533,3638
Alabama,2020-12-16,305640,4107
Alabama,2020-12-17,310335,4695
Alabama,2020-12-18,315683,5348
Alabama,2020-12-19,319904,4221
Alabama,2020-12-20,322452,2548
Alabama,2020-12-21,324832,2380
Alabama,2020-12-22,329811,4979
Alabama,2020-12-23,334569,4758
Alabama,2020-12-24,338801,4232
Alabama,2020-12-25,342426,3625
Alabama,2020-12-26,343458,1032
Alabama,2020-12-27,345628,2170
Alabama,2020-12-28,347897,2269
Alabama,2020-12-29,351804,3907
Alabama,2020-12-30,356820,5016
Alabama,2020-12-31,361226,4406
Alabama,2021-01-01,365747,4521
Alabama,2021-01-02,369458,3711
Alabama,2021-01-03,371934,2476
Alabama,2021-01-04,374095,2161
Alabama,2021-01-05,379593,5498
Alabama,2021-01-06,384184,4591
Alabama,2021-01-07,389230,5046
Alabama,2021-01-08,394287,5057
Alabama,2021-01-09,399150,4863
Alabama,2021-01-10,401900,2750
Alabama,2021-01-11,404000,2100
Alabama,2021-01-12,407848,3848
Alabama,2021-01-13,410995,3147
Alabama,2021-01-14,414583,3588
Alabama,2021-01-15,417528,2945
Alabama,2021-01-16,420681,3153
Alabama,2021-01-17,422598,1917
Alabama,2021-01-18,424028,1430
Alabama,2021-01-19,426543,2515
Alabama,2021-01-20,429655,3112
Alabama,2021-01-21,432536,2881
Alabama,2021-01-22,436087,3551
Alabama,2021-01-23,439442,3355
Alabama,2021-01-24,441170,1728
Alabama,2021-01-25,443009,1839
Alabama,2021-01-26,445909,2900
Alabama,2021-01-27,449086,3177
Alabama,2021-01-28,452734,3648
Alabama,2021-01-29,455582,2848
Alabama,2021-01-30,455582,0
Alabama,2021-01-31,459639,4057
Alabama,2021-02-01,460860,1221
Alabama,2021-02-02,462938,2078
Alabama,2021-02-03,465056,2118
Alabama,2021-02-04,467823,2767
Alabama,2021-02-05,469319,1496
Alabama,2021-02-06,471311,1992
Alabama,2021-02-07,472423,1112
Alabama,2021-02-08,473348,925
Alabama,2021-02-09,474666,1318
Alabama,2021-02-10,476067,1401
Alabama,2021-02-11,477570,1503
Alabama,2021-02-12,478667,1097
Alabama,2021-02-13,479856,1189
Alabama,2021-02-14,480931,1075
Alabama,2021-02-15,481605,674
Alabama,2021-02-16,482488,883
Alabama,2021-02-17,483167,679
Alabama,2021-02-18,484365,1198
Alabama,2021-02-19,485212,847
Alabama,2021-02-20,485986,774
Alabama,2021-02-21,486843,857
Alabama,2021-02-22,487520,677
Alabama,2021-02-23,488973,1453
Alabama,2021-02-24,490220,1247
Alabama,2021-02-25,491110,890
Alabama,2021-02-26,491849,739
Alabama,2021-02-27,492683,834
Alabama,2021-02-28,493252,569
Alabama,2021-03-01,493769,517
Alabama,2021-03-02,494421,652
Alabama,2021-03-03,497154,2733
Alabama,2021-03-04,498076,922
Alabama,2021-03-05,498887,811
Alabama,2021-03-06,499411,524
Alabama,2021-03-07,499819,408
Alabama,2021-03-08,500092,273
Alabama,2021-03-09,500616,524
Alabama,2021-03-10,501398,782
Alabama,2021-03-11,502263,865
Alabama,2021-03-12,502711,448
Alabama,2021-03-13,503305,594
Alabama,2021-03-14,503673,368
Alabama,2021-03-15,508229,4556
Alabama,2021-03-16,508717,488
Alabama,2021-03-17,509476,759
Alabama,2021-03-18,510048,572
Alabama,2021-03-19,510579,531
Alabama,2021-03-20,511087,508
Alabama,2021-03-21,511460,373
Alabama,2021-03-22,511779,319
Alabama,2021-03-23,511789,10
Alabama,2021-03-24,512711,922
Alabama,2021-03-25,513138,427
Alabama,2021-03-26,513580,442
Alabama,2021-03-27,514072,492
Alabama,2021-03-28,514391,319
Alabama,2021-03-29,514619,228
Alabama,2021-03-30,514980,361
Alabama,2021-03-31,515388,408
Alabama,2021-04-01,515866,478
Alabama,2021-04-02,516266,400
Alabama,2021-04-03,516615,349
Alabama,2021-04-04,516809,194
Alabama,2021-04-05,516918,109
Alabama,2021-04-06,517114,196
Alabama,2021-04-07,517452,338
Alabama,2021-04-08,517916,464
Alabama,2021-04-09,518234,318
Alabama,2021-04-10,518588,354
Alabama,2021-04-11,518899,311
Alabama,2021-04-12,519071,172
Alabama,2021-04-13,520503,1432
Alabama,2021-04-14,520780,277
Alabama,2021-04-15,521201,421
Alabama,2021-04-16,521623,422
Alabama,2021-04-17,522131,508
Alabama,2021-04-18,522401,270
Alabama,2021-04-19,522512,111
Alabama,2021-04-20,523955,1443
Alabama,2021-04-21,524367,412
Alabama,2021-04-22,525049,682
Alabama,2021-04-23,525477,428
Alabama,2021-04-24,525898,421
Alabama,2021-04-25,526131,233
Alabama,2021-04-26,526348,217
Alabama,2021-04-27,526707,359
Alabama,2021-04-28,527083,376
Alabama,2021-04-29,527513,430
Alabama,2021-04-30,527922,409
Alabama,2021-05-01,528309,387
Alabama,2021-05-02,528597,288
Alabama,2021-05-03,528784,187
Alabama,2021-05-04,528784,0
Alabama,2021-05-05,529446,662
Alabama,2021-05-06,530011,565
Alabama,2021-05-07,530325,314
Alabama,2021-05-08,530744,419
Alabama,2021-05-09,530988,244
Alabama,2021-05-10,531094,106
Alabama,2021-05-11,531404,310
Alabama,2021-05-12,531751,347
Alabama,2021-05-13,532895,1144
Alabama,2021-05-14,537813,4918
Alabama,2021-05-15,539829,2016
Alabama,2021-05-16,540083,254
Alabama,2021-05-17,540267,184
Alabama,2021-05-18,540603,336
Alabama,2021-05-19,540891,288
Alabama,2021-05-20,541230,339
Alabama,2021-05-21,541673,443
Alabama,2021-05-22,541928,255
Alabama,2021-05-23,542124,196
Alabama,2021-05-24,542256,132
Alabama,2021-05-25,542562,306
Alabama,2021-05-26,542831,269
Alabama,2021-05-27,543177,346
Alabama,2021-05-28,543405,228
Alabama,2021-05-29,543405,0
Alabama,2021-05-30,543405,0
Alabama,2021-05-31,543405,0
Alabama,2021-06-01,544045,640
Alabama,2021-06-02,544598,553
Alabama,2021-06-03,545028,430
Alabama,2021-06-04,545585,557
Alabama,2021-06-05,545585,0
Alabama,2021-06-06,545585,0
Alabama,2021-06-07,546324,739
Alabama,2021-06-08,546540,216
Alabama,2021-06-09,546845,305
Alabama,2021-06-10,547135,290
Alabama,2021-06-11,547323,188
Alabama,2021-06-12,547323,0
Alabama,2021-06-13,547323,0
Alabama,2021-06-14,547873,550
Alabama,2021-06-15,548163,290
Alabama,2021-06-16,548323,160
Alabama,2021-06-17,548323,0
Alabama,2021-06-18,548657,334
Alabama,2021-06-19,548657,0
Alabama,2021-06-20,548657,0
Alabama,2021-06-21,549013,356
Alabama,2021-06-22,549013,0
Alabama,2021-06-23,549394,381
Alabama,2021-06-24,549394,0
Alabama,2021-06-25,549934,540
Alabama,2021-06-26,549934,0
Alabama,2021-06-27,549934,0
Alabama,2021-06-28,550451,517
Alabama,2021-06-29,550451,0
Alabama,2021-06-30,550983,532
Alabama,2021-07-01,550983,0
Alabama,2021-07-02,551298,315
Alabama,2021-07-03,551298,0
Alabama,2021-07-04,551298,0
Alabama,2021-07-05,551298,0
Alabama,2021-07-06,551298,0
Alabama,2021-07-07,552911,1613
Alabama,2021-07-08,552911,0
Alabama,2021-07-09,554071,1160
Alabama,2021-07-10,554605,534
Alabama,2021-07-11,554605,0
Alabama,2021-07-12,555215,610
Alabama,2021-07-13,555215,0
Alabama,2021-07-14,556613,1398
Alabama,2021-07-15,557578,965
Alabama,2021-07-16,558577,999
Alabama,2021-07-17,559478,901
Alabama,2021-07-18,560202,724
Alabama,2021-07-19,560920,718
Alabama,2021-07-20,562311,1391
Alabama,2021-07-21,563943,1632
Alabama,2021-07-22,565510,1567
Alabama,2021-07-23,567243,1733
Alabama,2021-07-24,569131,1888
Alabama,2021-07-25,570667,1536
Alabama,2021-07-26,572070,1403
Alabama,2021-07-27,574737,2667
Alabama,2021-07-28,577463,2726
Alabama,2021-07-29,577463,0
Alabama,2021-07-30,577463,0
Alabama,2021-07-31,585607,8144
Alabama,2021-08-01,587405,1798
Alabama,2021-08-02,589110,1705
Alabama,2021-08-03,592417,3307
Alabama,2021-08-04,595816,3399
Alabama,2021-08-05,599633,3817
Alabama,2021-08-06,603318,3685
Alabama,2021-08-07,607209,3891
Alabama,2021-08-08,607209,0
Alabama,2021-08-09,612086,4877
Alabama,2021-08-10,615901,3815
Alabama,2021-08-11,619752,3851
Alabama,2021-08-12,623919,4167
Alabama,2021-08-13,627905,3986
Alabama,2021-08-14,627905,0
Alabama,2021-08-15,634897,6992
Alabama,2021-08-16,637363,2466
Alabama,2021-08-17,641386,4023
Alabama,2021-08-18,645851,4465
Alabama,2021-08-19,649741,3890
Alabama,2021-08-20,653540,3799
Alabama,2021-08-21,659750,6210
Alabama,2021-08-22,663065,3315
Alabama,2021-08-23,665653,2588
Alabama,2021-08-24,665653,0
Alabama,2021-08-25,665653,0
Alabama,2021-08-26,676795,11142
Alabama,2021-08-27,681828,5033
Alabama,2021-08-28,688018,6190
Alabama,2021-08-29,691451,3433
Alabama,2021-08-30,694523,3072
Alabama,2021-08-31,699729,5206
Alabama,2021-09-01,704420,4691
Alabama,2021-09-02,709732,5312
Alabama,2021-09-03,714860,5128
Alabama,2021-09-04,719280,4420
Alabama,2021-09-05,722122,2842
Alabama,2021-09-06,724688,2566
Alabama,2021-09-07,727360,2672
Alabama,2021-09-08,732151,4791
Alabama,2021-09-09,736518,4367
Alabama,2021-09-10,741318,4800
Alabama,2021-09-11,745812,4494
Alabama,2021-09-12,747606,1794
Alabama,2021-09-13,750298,2692
Alabama,2021-09-14,754242,3944
Alabama,2021-09-15,757893,3651
Alabama,2021-09-16,761865,3972
Alabama,2021-09-17,764839,2974
Alabama,2021-09-18,768301,3462
Alabama,2021-09-19,770391,2090
Alabama,2021-09-20,772311,1920
Alabama,2021-09-21,775531,3220
Alabama,2021-09-22,778549,3018
Alabama,2021-09-23,781915,3366
Alabama,2021-09-24,784484,2569
Alabama,2021-09-25,787421,2937
Alabama,2021-09-26,789054,1633
Alabama,2021-09-27,790648,1594
Alabama,2021-09-28,792632,1984
Alabama,2021-09-29,794773,2141
Alabama,2021-09-30,796475,1702
Alabama,2021-10-01,798320,1845
Alabama,2021-10-02,799800,1480
Alabama,2021-10-03,800692,892
Alabama,2021-10-04,801428,736
Alabama,2021-10-05,802977,1549
Alabama,2021-10-06,804249,1272
Alabama,2021-10-07,805511,1262
Alabama,2021-10-08,806560,1049
Alabama,2021-10-09,807479,919
Alabama,2021-10-10,808132,653
Alabama,2021-10-11,808599,467
Alabama,2021-10-12,809485,886
Alabama,2021-10-13,810501,1016
Alabama,2021-10-14,811551,1050
Alabama,2021-10-15,812694,1143
Alabama,2021-10-16,813481,787
Alabama,2021-10-17,814025,544
Alabama,2021-10-18,814363,338
Alabama,2021-10-19,815324,961
Alabama,2021-10-20,815989,665
Alabama,2021-10-21,817054,1065
Alabama,2021-10-22,818652,1598
Alabama,2021-10-23,819597,945
Alabama,2021-10-24,820011,414
Alabama,2021-10-25,820312,301
Alabama,2021-10-26,821255,943
Alabama,2021-10-27,828648,7393
Alabama,2021-10-28,830789,2141
Alabama,2021-10-29,831165,376
Alabama,2021-10-30,831653,488
Alabama,2021-10-31,832047,394
Alabama,2021-11-01,832264,217
Alabama,2021-11-02,833009,745
Alabama,2021-11-03,833493,484
Alabama,2021-11-04,834582,1089
Alabama,2021-11-05,835157,575
Alabama,2021-11-06,835740,583
Alabama,2021-11-07,836032,292
Alabama,2021-11-08,836255,223
Alabama,2021-11-09,837250,995
Alabama,2021-11-10,837428,178
Alabama,2021-11-11,838114,686
Alabama,2021-11-12,838836,722
Alabama,2021-11-13,839436,600
Alabama,2021-11-14,839695,259
Alabama,2021-11-15,839953,258
Alabama,2021-11-16,840495,542
Alabama,2021-11-17,840991,496
Alabama,2021-11-18,841483,492
Alabama,2021-11-19,841956,473
Alabama,2021-11-20,842636,680
Alabama,2021-11-21,842908,272
Alabama,2021-11-22,843161,253
Alabama,2021-11-23,843780,619
Alabama,2021-11-24,844196,416
Alabama,2021-11-25,844594,398
Alabama,2021-11-26,844594,0
Alabama,2021-11-27,844951,357
Alabama,2021-11-28,845108,157
Alabama,2021-11-29,845284,176
Alabama,2021-11-30,845761,477
Alabama,2021-12-01,846297,536
Alabama,2021-12-02,847064,767
Alabama,2021-12-03,847659,595
Alabama,2021-12-04,848137,478
Alabama,2021-12-05,848498,361
Alabama,2021-12-06,848779,281
Alabama,2021-12-07,849409,630
Alabama,2021-12-08,850096,687
Alabama,2021-12-09,850645,549
Alabama,2021-12-10,851237,592
Alabama,2021-12-11,851950,713
Alabama,2021-12-12,852280,330
Alabama,2021-12-13,852574,294
Alabama,2021-12-14,854229,1655
Alabama,2021-12-15,854876,647
Alabama,2021-12-16,855692,816
Alabama,2021-12-17,856600,908
Alabama,2021-12-18,857292,692
Alabama,2021-12-19,857844,552
Alabama,2021-12-20,858396,552
Alabama,2021-12-21,859650,1254
Alabama,2021-12-22,861110,1460
Alabama,2021-12-23,863170,2060
Alabama,2021-12-24,865636,2466
Alabama,2021-12-25,868085,2449
Alabama,2021-12-26,868948,863
Alabama,2021-12-27,870627,1679
Alabama,2021-12-28,874332,3705
Alabama,2021-12-29,880307,5975
Alabama,2021-12-30,888563,8256
Alabama,2021-12-31,896614,8051
Alabama,2022-01-01,896614,0
Alabama,2022-01-02,909541,12927
Alabama,2022-01-03,913603,4062
Alabama,2022-01-04,921175,7572
Alabama,2022-01-05,932250,11075
Alabama,2022-01-06,944876,12626
Alabama,2022-01-07,957848,12972
Alabama,2022-01-08,966180,8332
Alabama,2022-01-09,978632,12452
Alabama,2022-01-10,984882,6250
Alabama,2022-01-11,993418,8536
Alabama,2022-01-12,1004622,11204
Alabama,2022-01-13,1004622,0
Alabama,2022-01-14,1004622,0
Alabama,2022-01-15,1004622,0
Alabama,2022-01-16,1056478,51856
Alabama,2022-01-17,1064536,8058
Alabama,2022-01-18,1071264,6728
Alabama,2022-01-19,1088370,17106
Alabama,2022-01-20,1104356,15986
Alabama,2022-01-21,1120881,16525
Alabama,2022-01-22,1137387,16506
Alabama,2022-01-23,1147194,9807
Alabama,2022-01-24,1153149,5955
Alabama,2022-01-25,1161929,8780
Alabama,2022-01-27,1153149,0
Alabama,2022-01-28,1195557,42408
Alabama,2022-01-29,1206308,10751
Alabama,2022-01-30,1212798,6490
Alabama,2022-01-31,1218257,5459
Alabama,2022-02-01,1223896,5639
Alabama,2022-02-02,1229300,5404
Alabama,2022-02-03,1229300,0
Alabama,2022-02-04,1240496,11196
Alabama,2022-02-05,1242420,1924
Alabama,2022-02-06,1242420,0
Alabama,2022-02-07,1245876,3456
Alabama,2022-02-08,1250383,4507
Alabama,2022-02-09,1254032,3649
Alabama,2022-02-10,1256745,2713
Alabama,2022-02-11,1259580,2835
Alabama,2022-02-12,1262018,2438
Alabama,2022-02-13,1263072,1054
Alabama,2022-02-14,1263796,724
Alabama,2022-02-15,1265932,2136
Alabama,2022-02-16,1267907,1975
Alabama,2022-02-17,1270015,2108
Alabama,2022-02-18,1271455,1440
Alabama,2022-02-19,1272608,1153
Alabama,2022-02-20,1273092,484
Alabama,2022-02-21,1273484,392
Alabama,2022-02-22,1274123,639
Alabama,2022-02-23,1275355,1232
Alabama,2022-02-24,1276580,1225
Alabama,2022-02-25,1277837,1257
Alabama,2022-02-26,1279006,1169
Alabama,2022-02-27,1279364,358
Alabama,2022-02-28,1279565,201
Alabama,2022-03-01,1280351,786
Alabama,2022-03-02,1281610,1259
Alabama,2022-03-03,1282372,762
Alabama,2022-03-04,1282945,573
Alabama,2022-03-05,1282945,0
Alabama,2022-03-06,1282945,0
Alabama,2022-03-07,1286655,3710
Alabama,2022-03-08,1287286,631
Alabama,2022-03-09,1287822,536
Alabama,2022-03-10,1288454,632
Alabama,2022-03-11,1288999,545
Alabama,2022-03-12,1288999,0
Alabama,2022-03-13,1288999,0
Alabama,2022-03-14,1289510,511
Alabama,2022-03-15,1289727,217
Alabama,2022-03-16,1290165,438
Alabama,2022-03-17,1290692,527
Alabama,2022-03-18,1291186,494
Alabama,2022-03-19,1291186,0
Alabama,2022-03-20,1291186,0
Alabama,2022-03-21,1291561,375
Alabama,2022-03-22,1291761,200
Alabama,2022-03-23,1291946,185
Alabama,2022-03-24,1292344,398
Alabama,2022-03-25,1292508,164
Alabama,2022-03-26,1292508,0
Alabama,2022-03-27,1292508,0
Alabama,2022-03-28,1294532,2024
Alabama,2022-03-29,1294816,284
Alabama,2022-03-30,1295069,253
Alabama,2022-03-31,1295327,258
Alabama,2022-04-01,1295353,26
Alabama,2022-04-02,1295468,115
Alabama,2022-04-03,1295468,0
